episode_id,window_start,window_end,kpi,slice,candidate_id,driver_type,ladder,null_episode,n_candidates,heuristic_score,feature_snapshot_id,label,share_abs,share_signed,share_shift_abs,dim_surprise,exposure_depth,is_arithmetic_identity,graph_path_len,mechanism_lag_days,driver_type_service_failure,driver_type_external_market,driver_type_price_change,driver_type_mix_shift,driver_type_instrumentation,precedence_present,precedence_consistent,lag_alignment,gap_days_norm,dose_present,dose_rho,dose_p_neglog10,dose_monotone,dose_buckets,corrob_on_theme_log,corrob_independent_types,corrob_distinct_accounts_log,corrob_conflict_ratio,corrob_evidence_withheld,did_present,did_effect_abs,did_tstat_abs,did_p_neglog10,did_placebo_abs,did_parallel_trends_ok,did_n_days_post_log,movement_z_abs,movement_pct_abs,movement_history_days_log,movement_sparse,movement_dq_flags,feed_stale,n_candidates_log,analyst_prior_weight
EP-0675,2022-05-12,2022-05-25,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""East""}",H-PRICE,price_change,L2,0,3,0.013000000000000001,14b03612f8d63ee6,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.302585092994046,6.0,2.302585092994046,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7192365539034862,0.10659753420144016,6.238324625039508,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0015,2022-05-13,2022-05-26,order_volume,"{""channel"": ""Direct"", ""region"": ""North""}",H-SLA,service_failure,L0,1,2,0.2,919e9531c1a9e973,0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4666666666666666,1.0,-0.05125574608076516,0.30163385643142365,1.0,4.0,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,1.0,0.16325354549079518,3.5005778555007327,3.3332475184817953,0.08219766890656632,0.0,2.70805020110221,1.1270893395768655,0.07512819704661101,6.240275845170769,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0015,2022-05-13,2022-05-26,order_volume,"{""channel"": ""Direct"", ""region"": ""North""}",H-PRICE,price_change,L2,1,2,0.013000000000000001,d0f2450c26a9d622,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2.302585092994046,6.0,2.302585092994046,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1270893395768655,0.07512819704661101,6.240275845170769,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0735,2022-05-13,2022-05-26,order_volume,"{""channel"": ""Direct"", ""region"": ""West""}",H-SLA,service_failure,L1,0,4,0.3926698133978064,8f46eaa2fb43fca9,0,0.9816745334945158,0.9816745334945158,0.004969298537991107,0.00013633415403108682,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05125574608076516,0.30163385643142365,1.0,4.0,1.0986122886681098,2.0,1.0986122886681098,0.0,0.0,1.0,0.07360814802456128,1.6699949478757654,1.0226406087843807,0.005536539318308664,1.0,2.70805020110221,1.3991366592424261,0.1074544282241301,6.240275845170769,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0735,2022-05-13,2022-05-26,order_volume,"{""channel"": ""Direct"", ""region"": ""West""}",H-COMP-MKH-0041,external_market,L2,0,4,0.013000000000000001,fdcdebcee8dc1df4,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.0,1.3862943611198906,0.25,0.0,1.0,0.13951252528833802,1.162228333822269,0.6105809846117867,0.0038937706420898444,1.0,2.70805020110221,1.3991366592424261,0.1074544282241301,6.240275845170769,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0735,2022-05-13,2022-05-26,order_volume,"{""channel"": ""Direct"", ""region"": ""West""}",H-COMP-MKD-0034,external_market,L2,0,4,0.013000000000000001,ef4f7acdcdce8d99,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.0,1.3862943611198906,0.25,0.0,1.0,0.21740245395835878,2.4856512983385675,1.8883524214778311,0.29933974200869984,0.0,2.70805020110221,1.3991366592424261,0.1074544282241301,6.240275845170769,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0735,2022-05-13,2022-05-26,order_volume,"{""channel"": ""Direct"", ""region"": ""West""}",H-PRICE,price_change,L2,0,4,0.013000000000000001,99e361a94cb7fe9b,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,2.302585092994046,6.0,2.302585092994046,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3991366592424261,0.1074544282241301,6.240275845170769,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0375,2022-05-14,2022-05-24,otd_pct,"{""warehouse_id"": ""WH-1""}",H-DQ-PARTIAL_LOAD,instrumentation,L2,0,5,0.013000000000000001,b7d29e5ffcd33ded,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.408043309081593,0.3667966059963604,6.236369590203704,0.0,1.0,0.0,1.6094379124341003,1.0
EP-0375,2022-05-14,2022-05-24,otd_pct,"{""warehouse_id"": ""WH-1""}",H-COMP-MKH-0042,external_market,L3,0,5,0.017,a86e48a8d4690a1c,0,0.0,0.0,0.06005814739179516,0.004119976789942275,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6363636363636364,-0.1,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.0,1.6094379124341003,0.0,0.0,1.0,0.551620854742138,4.676141611377068,5.5341373395454445,0.11368443557682917,1.0,2.4849066497880004,14.408043309081593,0.3667966059963604,6.236369590203704,0.0,1.0,0.0,1.6094379124341003,1.0
EP-0375,2022-05-14,2022-05-24,otd_pct,"{""warehouse_id"": ""WH-1""}",H-COMP-MKH-0040,external_market,L2,0,5,0.013000000000000001,8080784b7603234a,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,-0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,4.0,1.6094379124341003,0.0,0.0,1.0,0.00615835350707139,0.06100173441494605,0.02165610409773839,0.15546728577869584,0.0,2.4849066497880004,14.408043309081593,0.3667966059963604,6.236369590203704,0.0,1.0,0.0,1.6094379124341003,1.0
EP-0375,2022-05-14,2022-05-24,otd_pct,"{""warehouse_id"": ""WH-1""}",H-COMP-MKH-0041,external_market,L0,0,5,0.004,157c0594676ee505,0,0.0,0.0,0.06039033433533658,0.005239257124676534,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454546,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.0,1.0986122886681098,0.333,0.0,1.0,0.11590093560811687,0.8943251608240035,0.430452943683157,0.05935787562891415,0.0,2.4849066497880004,14.408043309081593,0.3667966059963604,6.236369590203704,0.0,1.0,0.0,1.6094379124341003,1.0
EP-0375,2022-05-14,2022-05-24,otd_pct,"{""warehouse_id"": ""WH-1""}",H-COMP-MKD-0034,external_market,L0,0,5,0.004,adb2964685a61558,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6333333333333333,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.0,1.0986122886681098,0.333,0.0,1.0,0.20131030408992956,1.9228602999343172,1.2636226490270577,0.3205095606799002,0.0,2.4849066497880004,14.408043309081593,0.3667966059963604,6.236369590203704,0.0,1.0,0.0,1.6094379124341003,1.0
EP-0135,2022-05-16,2022-05-26,otd_pct,"{""warehouse_id"": ""WH-3""}",H-DQ-PARTIAL_LOAD,instrumentation,L2,0,6,0.013000000000000001,1c60c0264b6e8a71,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.444359231306711,0.11129996299279803,6.240275845170769,0.0,1.0,0.0,1.791759469228055,1.0
EP-0135,2022-05-16,2022-05-26,otd_pct,"{""warehouse_id"": ""WH-3""}",H-MIX,mix_shift,L3,0,6,0.05777003796454202,9971b8aac07cbe3c,0,0.06796475054652003,0.06796475054652003,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.444359231306711,0.11129996299279803,6.240275845170769,0.0,1.0,0.0,1.791759469228055,1.0
EP-0135,2022-05-16,2022-05-26,otd_pct,"{""warehouse_id"": ""WH-3""}",H-COMP-MKH-0042,external_market,L3,0,6,0.017,833436e42f9add18,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,-0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.0,1.6094379124341003,0.0,0.0,1.0,0.6127392498888298,5.802568690228864,8.185042747898681,0.06985180926401235,1.0,2.4849066497880004,3.444359231306711,0.11129996299279803,6.240275845170769,0.0,1.0,0.0,1.791759469228055,1.0
EP-0135,2022-05-16,2022-05-26,otd_pct,"{""warehouse_id"": ""WH-3""}",H-COMP-MKH-0040,external_market,L0,0,6,0.004,b013caaec424556a,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454546,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,2.0,1.0986122886681098,0.0,0.0,1.0,0.12076327066662884,0.958703022767994,0.4714581686188109,0.03691928322308158,1.0,2.4849066497880004,3.444359231306711,0.11129996299279803,6.240275845170769,0.0,1.0,0.0,1.791759469228055,1.0
EP-0135,2022-05-16,2022-05-26,otd_pct,"{""warehouse_id"": ""WH-3""}",H-COMP-MKH-0041,external_market,L2,0,6,0.013000000000000001,d253a2392f153df4,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,-0.2,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.0,1.3862943611198906,0.25,0.0,1.0,0.11986613299769733,0.8352823710459583,0.3940932417251453,0.04952844257747602,1.0,2.4849066497880004,3.444359231306711,0.11129996299279803,6.240275845170769,0.0,1.0,0.0,1.791759469228055,1.0
EP-0135,2022-05-16,2022-05-26,otd_pct,"{""warehouse_id"": ""WH-3""}",H-COMP-MKD-0034,external_market,L2,0,6,0.013000000000000001,8886f49cc089dbcb,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,3.0,1.3862943611198906,0.25,0.0,1.0,0.21708921068786902,2.156774966855507,1.5083133719993953,0.28450460589886206,0.0,2.4849066497880004,3.444359231306711,0.11129996299279803,6.240275845170769,0.0,1.0,0.0,1.791759469228055,1.0
EP-0315,2022-05-17,2022-05-30,net_revenue,"{""channel"": ""Distributor"", ""region"": ""South""}",H-SLA,service_failure,L2,0,3,0.7508093795217406,0264d72f026358f1,1,1.1550913531103701,1.1550913531103701,0.07736083488514067,0.004660169337512794,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07115857426709135,0.4584291278728316,0.0,4.0,2.4849066497880004,6.0,2.302585092994046,0.0,0.0,1.0,0.13360310531701924,2.7575072286262095,2.2347493621753833,0.10912652729476147,0.0,2.70805020110221,0.22211387846294958,0.020660280800229785,6.248042874508429,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0315,2022-05-17,2022-05-30,net_revenue,"{""channel"": ""Distributor"", ""region"": ""South""}",H-MIX,mix_shift,L3,0,3,0.05343091282352177,bd0e11e631d66d74,0,0.06285989743943737,-0.06285989743943737,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22211387846294958,0.020660280800229785,6.248042874508429,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0315,2022-05-17,2022-05-30,net_revenue,"{""channel"": ""Distributor"", ""region"": ""South""}",H-COMP-MKH-0042,external_market,L3,0,3,0.017,e6709977b50155d5,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.0,1.6094379124341003,0.0,0.0,1.0,0.5217427381417439,4.809538544003485,5.820220997635909,0.05898345113390402,1.0,2.70805020110221,0.22211387846294958,0.020660280800229785,6.248042874508429,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0255,2022-05-18,2022-05-31,net_revenue,"{""channel"": ""Direct"", ""region"": ""South""}",H-SLA,service_failure,L2,0,2,0.6626052901614964,636830b87049f385,1,1.0193927540946097,1.0193927540946097,0.2301898278572948,0.031008960993774638,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05155847377339741,0.30384354905999994,0.0,4.0,2.3978952727983707,5.0,2.302585092994046,0.0,0.0,1.0,0.12856566587663876,2.5241042634813975,1.9355662704956804,0.11241332915531532,0.0,2.70805020110221,5.738006902424784,0.4289926403012624,6.249975242259483,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0255,2022-05-18,2022-05-31,net_revenue,"{""channel"": ""Direct"", ""region"": ""South""}",H-COMP-MKH-0042,external_market,L3,0,2,0.017,5b3ed2f414fe35fc,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,2.0,1.3862943611198906,0.0,0.0,1.0,0.5289904212444854,4.869411021907828,5.951048179669785,0.017611171213622656,1.0,2.70805020110221,5.738006902424784,0.4289926403012624,6.249975242259483,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0495,2022-05-19,2022-06-01,net_revenue,"{""channel"": ""Direct"", ""region"": ""East""}",H-SLA,service_failure,L3,0,2,0.8113666847107802,b8734c86fcc38aae,1,0.9545490408362121,0.9545490408362121,0.2021459945529422,0.020602777915711558,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08302000850616595,0.5633147502266945,0.0,4.0,2.302585092994046,6.0,2.302585092994046,0.0,0.0,1.0,0.20646613879474485,3.5558176313861365,3.423882885333912,0.009149371454513666,1.0,2.70805020110221,5.366587905509438,0.30835271171432316,6.251903883165888,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0495,2022-05-19,2022-06-01,net_revenue,"{""channel"": ""Direct"", ""region"": ""East""}",H-COMP-MKH-0040,external_market,L0,0,2,0.004,9131aac03af828a9,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,1.0,0.06959553914383965,0.5909138654013949,0.2560372568817554,0.06452704543607934,0.0,2.70805020110221,5.366587905509438,0.30835271171432316,6.251903883165888,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0555,2022-05-19,2022-06-01,net_revenue,"{""channel"": ""Distributor"", ""region"": ""East""}",H-SLA,service_failure,L3,0,2,1.0925450607223477,6c3819f71b70c5f6,1,1.2853471302615855,1.2853471302615855,0.12168976381391261,0.008531846922906983,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08302000850616595,0.5633147502266945,0.0,4.0,2.302585092994046,6.0,2.302585092994046,0.0,0.0,1.0,0.20646613879474485,3.5558176313861365,3.423882885333912,0.009149371454513666,1.0,2.70805020110221,1.556693676517776,0.08986997585191345,6.251903883165888,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0555,2022-05-19,2022-06-01,net_revenue,"{""channel"": ""Distributor"", ""region"": ""East""}",H-COMP-MKH-0040,external_market,L0,0,2,0.004,1584e84ae13bfe6c,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,1.0,0.06959553914383965,0.5909138654013949,0.2560372568817554,0.06452704543607934,0.0,2.70805020110221,1.556693676517776,0.08986997585191345,6.251903883165888,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0435,2022-05-20,2022-06-02,net_revenue,"{""channel"": ""Ecommerce"", ""region"": ""South""}",H-SLA,service_failure,L2,0,2,0.6439668797387931,9eea0ea97ecaaeb6,1,0.9907182765212201,0.9907182765212201,0.005832331464451501,0.00016884379892007908,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10265803056400766,0.756552601152649,0.0,4.0,2.302585092994046,4.0,2.1972245773362196,0.0,0.0,1.0,0.10575702934869091,2.02672406694644,1.3696673367965673,0.09892578108334216,0.0,2.70805020110221,1.5944950895814667,0.15575922710737986,6.253828811575473,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0435,2022-05-20,2022-06-02,net_revenue,"{""channel"": ""Ecommerce"", ""region"": ""South""}",H-COMP-MKH-0042,external_market,L2,0,2,0.013000000000000001,616ccfe9f28cf5a0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,2.0,1.3862943611198906,0.0,0.0,1.0,0.4479394287328251,4.128594187360959,4.437721501190434,0.2525134599746848,0.0,2.70805020110221,1.5944950895814667,0.15575922710737986,6.253828811575473,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0076,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""North""}",H-SLA,service_failure,L0,0,3,0.16130201673104388,856e334b0ad1e09b,0,0.8065100836552194,0.8065100836552194,0.006200621953029839,0.00018253583708299987,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.020298989175083777,0.10283647150503626,0.0,4.0,1.0986122886681098,2.0,1.0986122886681098,0.0,0.0,1.0,0.09769863519646749,2.050855181019168,1.394899196654989,0.13651068830857216,0.0,2.70805020110221,2.2756524024265654,0.1345329797981301,6.2878585601617845,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0076,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""North""}",H-COMP-MKH-0043,external_market,L2,0,3,0.013000000000000001,191f9be0a4874da2,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,5.0,1.791759469228055,0.0,0.0,1.0,0.18096509433337604,1.864063936765047,1.2054232480168325,0.06609282702529873,1.0,2.70805020110221,2.2756524024265654,0.1345329797981301,6.2878585601617845,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0076,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""North""}",H-PRICE,price_change,L2,0,3,0.013000000000000001,42f281698aa80da6,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,6.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2756524024265654,0.1345329797981301,6.2878585601617845,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0796,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""West""}",H-SLA,service_failure,L0,1,4,0.15341926684027274,98630735918b9e90,0,0.7670963342013637,0.7670963342013637,0.012626365135514184,0.00035296907836447535,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.020298989175083777,0.10283647150503626,0.0,4.0,1.0986122886681098,2.0,1.0986122886681098,0.0,0.0,1.0,0.04108957134745539,0.8271394989071154,0.3891716882664253,0.04587503266831894,0.0,2.70805020110221,2.0043488086323125,0.09469251686998992,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0796,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""West""}",H-COMP-MKH-0041,external_market,L0,1,4,0.004,9e5bbd6e62c41f60,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.10947536510925482,0.8940961087649567,0.4303095908913499,0.04215702120051512,1.0,2.70805020110221,2.0043488086323125,0.09469251686998992,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0796,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""West""}",H-COMP-MKD-0034,external_market,L1,1,4,0.008,20ff57486b88d005,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.12232036855023631,1.3662313249685756,0.7648090997825528,0.020839719166215742,1.0,2.70805020110221,2.0043488086323125,0.09469251686998992,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0796,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Distributor"", ""region"": ""West""}",H-PRICE,price_change,L2,1,4,0.013000000000000001,073c87a4792623c6,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,6.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0043488086323125,0.09469251686998992,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0016,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Direct"", ""region"": ""North""}",H-SLA,service_failure,L0,1,3,0.2,e8d680cb6ab0f62d,0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.020298989175083777,0.10283647150503626,0.0,4.0,1.0986122886681098,2.0,1.0986122886681098,0.0,0.0,1.0,0.09769863519646749,2.050855181019168,1.394899196654989,0.13651068830857216,0.0,2.70805020110221,0.950444854173978,0.06577589767577391,6.2878585601617845,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0016,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Direct"", ""region"": ""North""}",H-COMP-MKH-0043,external_market,L2,1,3,0.013000000000000001,110a611e07e12b5a,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7272727272727273,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,5.0,1.791759469228055,0.0,0.0,1.0,0.18096509433337604,1.864063936765047,1.2054232480168325,0.06609282702529873,1.0,2.70805020110221,0.950444854173978,0.06577589767577391,6.2878585601617845,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0016,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Direct"", ""region"": ""North""}",H-PRICE,price_change,L2,1,3,0.013000000000000001,4d78a0a6c47d1244,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0333333333333334,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,6.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950444854173978,0.06577589767577391,6.2878585601617845,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0916,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""West""}",H-SLA,service_failure,L2,0,4,0.29462035394844033,931521c4af8d2731,0,0.45326208299760046,0.45326208299760046,0.045573406843121236,0.0023534173988648726,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.020298989175083777,0.10283647150503626,0.0,4.0,1.3862943611198906,3.0,1.0986122886681098,0.0,0.0,1.0,0.1108328207207927,2.1909127978943883,1.5457940464019129,0.09764192629324775,0.0,2.70805020110221,0.7075019033462958,0.03800064754073692,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0916,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""West""}",H-COMP-MKH-0041,external_market,L0,0,4,0.004,93ff127565dc5d00,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.10947536510925482,0.8940961087649567,0.4303095908913499,0.04215702120051512,1.0,2.70805020110221,0.7075019033462958,0.03800064754073692,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
EP-0916,2022-06-07,2022-06-20,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""West""}",H-COMP-MKD-0034,external_market,L1,0,4,0.008,02ababc064e8c53c,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.12232036855023631,1.3662313249685756,0.7648090997825528,0.020839719166215742,1.0,2.70805020110221,0.7075019033462958,0.03800064754073692,6.2878585601617845,0.0,0.0,0.0,1.3862943611198906,1.0
